sentence,event1,event2,signal,Doc name,Doc ID 
believes,plans,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
believes,said,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
believes,reached,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
build,use,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
build,plans,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
build,said,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
build,reached,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
use,plans,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
use,said,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
use,reached,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
plans,said,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
plans,reached,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
said,reached,demand,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
proposed,believes,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
proposed,build,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
proposed,use,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
proposed,plans,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
proposed,said,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
proposed,reached,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
believes,build,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
believes,use,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
believes,plans,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
believes,said,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
believes,reached,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
build,use,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
build,plans,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
build,said,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
build,reached,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
use,plans,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
use,said,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
use,reached,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
plans,said,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
plans,reached,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
said,reached,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"On Friday, Iran's foreign minister said he believes a solution will be reached over a proposed deal to export uranium for enrichment abroad, a demand of Western nations that worry that Tehran plans to use its program to build nuclear weapons."""
rejected,proposed,idea,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
rejected,accepted,idea,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
proposed,accepted,idea,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
rejected,proposed,propose,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
rejected,accepted,propose,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
proposed,accepted,propose,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
rejected,proposed,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
rejected,accepted,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
proposed,accepted,plan,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
come,build,point,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Of course if they do n't come to do this, we will reach a point to build our own power plants. """
insists,intended,insist,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,Iran insists its nuclear program is intended solely for peaceful purposes.
insists,intended,purpose,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,Iran insists its nuclear program is intended solely for peaceful purposes.
insists,intended,intend,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,Iran insists its nuclear program is intended solely for peaceful purposes.
promoted,looking,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
promoted,took,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
looking,took,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
called,adopted,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.
called,led,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.
adopted,led,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.
led,sparked,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The legislative plan led to the 2004 ouster of four Democratic incumbents from Congress and sparked a bitter partisan battle.
led,engineered,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
led,tossed,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
led,weakened,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
led,found,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
led,ruled,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
engineered,tossed,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
engineered,weakened,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
engineered,found,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
engineered,ruled,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,weakened,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,found,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,ruled,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
weakened,found,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
weakened,ruled,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
found,ruled,plan,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
wants,said,want,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
wants,got,want,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
said,got,want,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
adding,said,decide,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"No, "" Prewitt said, adding that it's up to the voters to decide whether they want to throw someone out of office."
adding,said,want,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"No, "" Prewitt said, adding that it's up to the voters to decide whether they want to throw someone out of office."
trying,mandated,try,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
trying,get,try,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
trying,said,try,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
mandated,get,try,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
mandated,said,try,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
get,said,try,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
trying,said,try,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"I'm much more concerned about trying to have a fair census than I am about some drawing of odd lines after the census is over, "" he said."
come,given,end,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
come,damaged,end,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
come,seen,end,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
given,damaged,end,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
given,seen,end,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
damaged,seen,end,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Even if the solution ends up being a relatively simple and inexpensive software adjustment, the Prius braking problems come at a bad time for Toyota, which has seen its prized reputation for quality and safety badly damaged by the recalls and the news attention given to them."
say,trusted,decide,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,Other experts say the problem could be more long-lasting if consumers who once trusted the Toyota brand decide to shop elsewhere.
stating,extended,idea,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
stating,extended,plan,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
stating,extended,consider,2010.03.02.health.care.tml,2010.03.02.health.care,"President Obama extended a bipartisan olive branch to GOP leaders in the health care debate Tuesday, stating in a letter that he is willing to consider several of their ideas in a compromise plan."
addressed,said,idea,2010.03.02.health.care.tml,2010.03.02.health.care,"Senate Minority Leader Mitch McConnell, R-Kentucky, said the president's ideas were little more than a few items "" inadequately addressed in a 2,700-page bill. """
send,said,plan,2010.03.02.health.care.tml,2010.03.02.health.care,Multiple Democratic sources have said the emerging consensus plan is for the House of Representatives to pass the Senate bill and send it to Obama.
intended,criticized,intend,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
intended,arguing,intend,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
intended,used,intend,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
criticized,arguing,intend,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
criticized,used,intend,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
arguing,used,intend,2010.03.02.health.care.tml,2010.03.02.health.care,"Republicans have angrily criticized the Democrats' potential use of reconciliation, arguing that the maneuver was never intended to be used for major policy overhauls along the lines of the health care bill."
helping,issued,aim,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,Charlie Crist issued an order Tuesday aimed at helping farmers salvage what they can by lifting weight limits on trucks so already-harvested crops can more easily reach markets.
helping,aimed,aim,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,Charlie Crist issued an order Tuesday aimed at helping farmers salvage what they can by lifting weight limits on trucks so already-harvested crops can more easily reach markets.
issued,aimed,aim,2010.01.07.winter.weather.tml,2010.01.07.winter.weather,Charlie Crist issued an order Tuesday aimed at helping farmers salvage what they can by lifting weight limits on trucks so already-harvested crops can more easily reach markets.
addressed,attempt,attempt,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
addressed,killed,attempt,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
addressed,warned,attempt,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
attempt,killed,attempt,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
attempt,warned,attempt,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
killed,warned,attempt,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Moussavi had addressed anti-government demonstrations Sunday in which at least seven protesters were killed, and warned that reformist sentiments wo n't disappear despite government attempts to silence them."
attempt,trapped,attempt,2010.01.01.iran.moussavi.tml,2010.01.01.iran.moussavi,"Most of the protesters attempt to scatter, but one truck drives into a group trapped in a narrow street."
asked,said,plan,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"When asked about Tuesday's meeting between Israeli Ambassador Gabby Levy and Turkish officials, the Israeli Foreign Ministry said it was pre-planned."
want,criticized,want,2010.01.12.turkey.israel.tml,2010.01.12.turkey.israel,"Several senior Israeli Foreign Ministry sources, who did n't want to be named because it would jeopardize their jobs, criticized Ayalon's treatment of Turkish Ambassador Ahmet Oguz Celikkol at the start of their meeting Monday."
asked,met,support,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
asked,discuss,support,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
met,discuss,support,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"The government asked the Development Bank of Japan ( DBJ ) to raise its commitment facility to JAL after ministers including Seiji Maehara, transport minister, and Naoto Kan, deputy prime minister, met to discuss how Tokyo could further support the ailing airline."
battered,forced,seek,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
battered,seek,seek,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
forced,seek,seek,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,JAL's shares have been battered by fears that the carrier would be forced to seek court-administered rehabilitation.
preferred,fuelled,consider,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"Growing anxiety about JAL's financial condition has been fuelled by media reports that the state-sponsored Enterprise Turnaround Initiative Corporation, which is considering whether to take on JAL's restructuring, preferred a court-backed rehabilitation of the airline similar to Chapter 11 in the US."
oppose,appeared,plan,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"Haruka Nishimatsu, JAL'S president, appeared to oppose a court-backed plan in comments made to the Asahi newspaper."""
want,quoted,want,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
want,saying,want,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
quoted,saying,want,2010.01.03.japan.jal.airlines.ft.tml,2010.01.03.japan.jal.airlines.ft,"I do n't understand why they want a court-sponsored rehabilitation, "" the Asahi on Sunday quoted him as saying."
receives,stage,plan,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
receives,banned,plan,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
stage,banned,plan,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,A controversial Muslim group planning to stage an anti-war march through a town that receives British war dead will be banned in the UK from Thursday.
prepared,known,prepare,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"British Home Secretary Alan Johnson prepared an order Tuesday proscribing Al-Muhajiroun, also known as Islam4UK."""
considered,said,consider,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The proscription does not need approval by Parliament, because it is considered an amendment to the act, said the Home Office spokeswoman, who did not give her name in line with policy."""
considered,line,consider,2010.01.12.uk.islamist.group.ban.tml,2010.01.12.uk.islamist.group.ban,"The proscription does not need approval by Parliament, because it is considered an amendment to the act, said the Home Office spokeswoman, who did not give her name in line with policy."""
