event1,eid1,event2,eid2,signal,Doc name,Doc ID ,sentence
inflicting,e3,struck,e1,inflict,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"A major earthquake struck southern Haiti on Tuesday, knocking down buildings and power lines and inflicting what its ambassador to the United States called a catastrophe for the Western Hemisphere's poorest nation."
called,e4,struck,e1,inflict,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"A major earthquake struck southern Haiti on Tuesday, knocking down buildings and power lines and inflicting what its ambassador to the United States called a catastrophe for the Western Hemisphere's poorest nation."
sent,e13,collapsed,e14,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,Pictures sent to CNN's iReport show homes and small businesses in Haiti that have collapsed.
sent,e13,collapsed,e14,send,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,Pictures sent to CNN's iReport show homes and small businesses in Haiti that have collapsed.
said,e34,crumbled,e36,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"He said an official of his government told him houses had crumbled "" on the right side of the street and the left side of the street. """
said,e34,told,e35,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"He said an official of his government told him houses had crumbled "" on the right side of the street and the left side of the street. """
crumbled,e36,told,e35,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"He said an official of his government told him houses had crumbled "" on the right side of the street and the left side of the street. """
tried,e50,falling,e52,so that,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,blocked,e53,so that,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
falling,e52,blocked,e53,so that,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,falling,e52,because,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,blocked,e53,because,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
falling,e52,blocked,e53,because,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,falling,e52,so,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,blocked,e53,so,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
falling,e52,blocked,e53,so,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,falling,e52,so ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,blocked,e53,so ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
falling,e52,blocked,e53,so ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,falling,e52,because ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,blocked,e53,because ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
falling,e52,blocked,e53,because ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,falling,e52,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,blocked,e53,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
falling,e52,blocked,e53,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,falling,e52,so that ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,blocked,e53,so that ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
falling,e52,blocked,e53,so that ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,falling,e52,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
tried,e50,blocked,e53,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
falling,e52,blocked,e53,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Many of our staff have tried to leave, but were unsuccessful because the walls from buildings and private residences are falling into the streets, so that it has pretty much blocked significantly most of the traffic. """
established,e57,saying,e55,by,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.
established,e57,backed,e56,by,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.
saying,e55,backed,e56,by,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.
established,e57,saying,e55,by ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.
established,e57,backed,e56,by ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.
saying,e55,backed,e56,by ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,Read what people in Haiti are saying via social media Haiti's government is backed by a U.N. peacekeeping mission established after the ouster of former President Jean-Bertrand Aristide in 2004.
hurt,e61,said,e64,get,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev."
hurt,e61,rushed,e62,get,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev."
said,e64,rushed,e62,get,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Outside the capital, several people were hurt when they rushed to get out of a school in the southwestern city of Les Cayes, said the Rev."
said,e82,started,e85,start,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Luke Renner, an American staying in Cap-Hatien, a city nearly 100 miles north of Port-au-Prince, said he was sitting at his home when "" the whole world started to shake. """
said,e82,sitting,e83,start,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Luke Renner, an American staying in Cap-Hatien, a city nearly 100 miles north of Port-au-Prince, said he was sitting at his home when "" the whole world started to shake. """
started,e85,sitting,e83,start,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Luke Renner, an American staying in Cap-Hatien, a city nearly 100 miles north of Port-au-Prince, said he was sitting at his home when "" the whole world started to shake. """
said,e104,prepared,e105,send,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
said,e104,sent,e106,send,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
prepared,e105,sent,e106,send,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
said,e115,expect,e116,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
said,e115,saw,e114,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
said,e115,said,e117,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
said,e115,told,e113,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
expect,e116,saw,e114,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
expect,e116,said,e117,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
expect,e116,told,e113,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
saw,e114,said,e117,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
saw,e114,told,e113,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
said,e117,told,e113,from,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
fall,e132,led,e130,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.
fall,e132,left,e131,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.
led,e130,left,e131,have,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.
passed,e137,killed,e136,as,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"And in 2004, Hurricane Jeanne killed more than 3,000 people as it passed north of Haiti, with most of the deaths in the northwestern city of Gonaives."
passed,e137,killed,e136,as ,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"And in 2004, Hurricane Jeanne killed more than 3,000 people as it passed north of Haiti, with most of the deaths in the northwestern city of Gonaives."
growing,e17,decide,e19,so,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The reality is that there is more demand than supply, and the increase in demand and decrease in supply is growing, so it makes a big difference how we're going to decide who's going to allocate water. """
growing,e17,decide,e19,so ,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The reality is that there is more demand than supply, and the increase in demand and decrease in supply is growing, so it makes a big difference how we're going to decide who's going to allocate water. """
growing,e17,decide,e19,make,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The reality is that there is more demand than supply, and the increase in demand and decrease in supply is growing, so it makes a big difference how we're going to decide who's going to allocate water. """
affected,e25,estimates,e24,by,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The United Nations estimates that by 2025, two-thirds of the population will be affected by scarcities."
affected,e25,estimates,e24,by ,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The United Nations estimates that by 2025, two-thirds of the population will be affected by scarcities."
say,e31,intensified,e29,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector."
say,e31,pitching,e30,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector."
intensified,e29,pitching,e30,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector."
generated,e34,said,e33,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"A recent United Nations Human Development Report said, "" The dialogue has generated more heat than light. """
generated,e34,said,e33,generate,2010.01.07.water.justice.tml,2010.01.07.water.justice,"A recent United Nations Human Development Report said, "" The dialogue has generated more heat than light. """
said,e36,produced,e35,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,""" Some privatization programs have produced positive results "" the U.N. said, "" but the overall record is not encouraging."
offers,e37,misplaced,e42,from,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
offers,e37,needed,e39,from,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
offers,e37,proven,e41,from,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
misplaced,e42,needed,e39,from,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
misplaced,e42,proven,e41,from,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
needed,e39,proven,e41,from,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
offers,e37,misplaced,e42,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
offers,e37,needed,e39,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
offers,e37,proven,e41,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
misplaced,e42,needed,e39,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
misplaced,e42,proven,e41,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
needed,e39,proven,e41,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
told,e46,transporting,e48,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The head of Aquafed, the International Federation of Private Water Operators, told Amanpour that purifying water and transporting it to each individual house has a cost."
told,e46,purifying,e47,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The head of Aquafed, the International Federation of Private Water Operators, told Amanpour that purifying water and transporting it to each individual house has a cost."
transporting,e48,purifying,e47,have,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The head of Aquafed, the International Federation of Private Water Operators, told Amanpour that purifying water and transporting it to each individual house has a cost."
came,e2,deemed,e5,by,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"The inauguration of the production lines for the anti-helicopter Qaem missile, and the anti-armor Toofan-5 ( Hurricane ) missile, came three days after Iran test-launched a rocket capable of carrying a satellite, a launch deemed a "" provocative act "" by Washington."
came,e2,deemed,e5,by ,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"The inauguration of the production lines for the anti-helicopter Qaem missile, and the anti-armor Toofan-5 ( Hurricane ) missile, came three days after Iran test-launched a rocket capable of carrying a satellite, a launch deemed a "" provocative act "" by Washington."
embroiled,e23,makes,e25,make,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,Iran is embroiled in a dispute with the West over its nuclear program and often makes announcements of progress in its military capabilities.
proposed,e54,accepted,e53,by,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
proposed,e54,rejected,e55,by,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
accepted,e53,rejected,e55,by,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
proposed,e54,accepted,e53,by ,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
proposed,e54,rejected,e55,by ,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
accepted,e53,rejected,e55,by ,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
proposed,e54,accepted,e53,have,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
proposed,e54,rejected,e55,have,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
accepted,e53,rejected,e55,have,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
made,e13,represent,e14,make,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The House is made up of 435 congressional seats that represent relatively equal slices of the population.
supposed,e21,reflect,e23,make,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,Districts are supposed to be redrawn to reflect population changes and to make sure there is equal representation in the House.
give,e34,carving,e33,have,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.
give,e34,accused,e32,have,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.
carving,e33,accused,e32,have,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.
coined,e37,known,e36,as,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The process is known as gerrymandering, a term coined after Massachusetts Gov."
coined,e37,known,e36,as ,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The process is known as gerrymandering, a term coined after Massachusetts Gov."
looking,e45,took,e44,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
looking,e45,promoted,e46,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
took,e44,promoted,e46,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
looking,e45,took,e44,by ,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
looking,e45,promoted,e46,by ,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
took,e44,promoted,e46,by ,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
adopted,e50,called,e51,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.
adopted,e50,called,e51,by ,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.
sparked,e53,led,e52,from,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The legislative plan led to the 2004 ouster of four Democratic incumbents from Congress and sparked a bitter partisan battle.
sparked,e53,led,e52,spark,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The legislative plan led to the 2004 ouster of four Democratic incumbents from Congress and sparked a bitter partisan battle.
found,e57,tossed,e56,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
found,e57,ruled,e54,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
found,e57,weakened,e55,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
found,e57,engineered,e58,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,e56,ruled,e54,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,e56,weakened,e55,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
tossed,e56,engineered,e58,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
ruled,e54,weakened,e55,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
ruled,e54,engineered,e58,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
weakened,e55,engineered,e58,by,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
found,e57,tossed,e56,by ,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
