event1,eid1,event2,eid2,signal,Doc name,Doc ID ,sentence
sell,e17,pact,e14,hold,wsj_0670.tml, WSJ891030-0027 ,"The company said it has agreed to sell the extrusion division for $15 million to R.D. Werner Co., a closely held firm based in Greenville, Pa.    The charge is offset by an after-tax gain of about $30 million in the quarter from the previously announced pact to sell National Aluminum's rolling division.    "
said,e7,announced,e57,hold,wsj_0670.tml, WSJ891030-0027 ,"The company said it has agreed to sell the extrusion division for $15 million to R.D. Werner Co., a closely held firm based in Greenville, Pa.    The charge is offset by an after-tax gain of about $30 million in the quarter from the previously announced pact to sell National Aluminum's rolling division.    "
said,e7,pact,e14,hold,wsj_0670.tml, WSJ891030-0027 ,"The company said it has agreed to sell the extrusion division for $15 million to R.D. Werner Co., a closely held firm based in Greenville, Pa.    The charge is offset by an after-tax gain of about $30 million in the quarter from the previously announced pact to sell National Aluminum's rolling division.    "
announced,e57,pact,e14,hold,wsj_0670.tml, WSJ891030-0027 ,"The company said it has agreed to sell the extrusion division for $15 million to R.D. Werner Co., a closely held firm based in Greenville, Pa.    The charge is offset by an after-tax gain of about $30 million in the quarter from the previously announced pact to sell National Aluminum's rolling division.    "
said,e27,close,e28,stop,wsj_1038.tml, WSJ891026-0018 ,"Initially, the company said it will close its commercial real-estate lending division, and stop originating new leases at its commercial lease subsidiary.    "
said,e27,originating,e30,stop,wsj_1038.tml, WSJ891026-0018 ,"Initially, the company said it will close its commercial real-estate lending division, and stop originating new leases at its commercial lease subsidiary.    "
said,e27,stop,e29,stop,wsj_1038.tml, WSJ891026-0018 ,"Initially, the company said it will close its commercial real-estate lending division, and stop originating new leases at its commercial lease subsidiary.    "
close,e28,originating,e30,stop,wsj_1038.tml, WSJ891026-0018 ,"Initially, the company said it will close its commercial real-estate lending division, and stop originating new leases at its commercial lease subsidiary.    "
close,e28,stop,e29,stop,wsj_1038.tml, WSJ891026-0018 ,"Initially, the company said it will close its commercial real-estate lending division, and stop originating new leases at its commercial lease subsidiary.    "
originating,e30,stop,e29,stop,wsj_1038.tml, WSJ891026-0018 ,"Initially, the company said it will close its commercial real-estate lending division, and stop originating new leases at its commercial lease subsidiary.    "
claims,e50,put,e208,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
claims,e50,withdrawal,e14,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
claims,e50,suit,e113,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
claims,e50,seeking,e13,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
claims,e50,deter,e18,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
claims,e50,launched,e11,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
put,e208,withdrawal,e14,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
put,e208,suit,e113,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
put,e208,seeking,e13,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
put,e208,deter,e18,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
put,e208,launched,e11,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
withdrawal,e14,suit,e113,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
withdrawal,e14,seeking,e13,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
withdrawal,e14,deter,e18,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
withdrawal,e14,launched,e11,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
suit,e113,seeking,e13,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
suit,e113,deter,e18,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
suit,e113,launched,e11,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
seeking,e13,deter,e18,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
seeking,e13,launched,e11,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
deter,e18,launched,e11,deter,wsj_0159.tml, WSJ891102-0032 ,"Acquisition has launched a suit in a Delaware court seeking the withdrawal of Dunkin's poison pill rights and employee stock ownership plans, which it claims were put in place to deter bidders. "
said,e23,hold,e24,hold,wsj_0159.tml, WSJ891102-0032 ,The partners said they already hold 15% of all shares outstanding.    
achieved,e127,profitability,e1992,keep,wsj_0575.tml, WSJ891030-0125 ,The company's strategy for keeping its computer products business profitable -- it recently achieved profitability after several quarters of losses -- calls for a narrow focus and a lid on expenses. 
achieved,e127,losses,e2430,keep,wsj_0575.tml, WSJ891030-0125 ,The company's strategy for keeping its computer products business profitable -- it recently achieved profitability after several quarters of losses -- calls for a narrow focus and a lid on expenses. 
profitability,e1992,losses,e2430,keep,wsj_0575.tml, WSJ891030-0125 ,The company's strategy for keeping its computer products business profitable -- it recently achieved profitability after several quarters of losses -- calls for a narrow focus and a lid on expenses. 
held,e132,said,e2437,hold,wsj_0575.tml, WSJ891030-0125 ,"Partly, costs will be held down through strategic technology alliances, management said. "
acquire,e11,option,e9,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
acquire,e11,agreement,e7,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
acquire,e11,said,e6,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
acquire,e11,gives,e8,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
option,e9,agreement,e7,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
option,e9,said,e6,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
option,e9,gives,e8,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
agreement,e7,said,e6,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
agreement,e7,gives,e8,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
said,e6,gives,e8,hold,wsj_0906.tml, WSJ891026-0153 ,"Diversified, the holding company for Fidelity Federal Savings amp Loan Association, said the agreement also gives Star States the option to acquire 588,300 of Diversified's 1,774,326 shares outstanding ""under certain circumstances.""    "
agreement,e6,acquire,e8,hold,wsj_0172.tml, WSJ891102-0018 ,"First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.    "
agreement,e6,announced,e5,hold,wsj_0172.tml, WSJ891102-0018 ,"First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.    "
agreement,e6,has,e4,hold,wsj_0172.tml, WSJ891102-0018 ,"First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.    "
acquire,e8,announced,e5,hold,wsj_0172.tml, WSJ891102-0018 ,"First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.    "
acquire,e8,has,e4,hold,wsj_0172.tml, WSJ891102-0018 ,"First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.    "
announced,e5,has,e4,hold,wsj_0172.tml, WSJ891102-0018 ,"First of America, which now has 45 banks and $12.5 billion in assets, announced an agreement to acquire the Peoria, Ill., bank holding company in January.    "
held,e7,call,e5,hold,wsj_0316.tml, WSJ891101-0048 ,"Terms call for First Security  to issue about 0.55 share of its stock for each Deseret share held, or a total of about 550,000 First Security shares. "
held,e7,issue,e6,hold,wsj_0316.tml, WSJ891101-0048 ,"Terms call for First Security  to issue about 0.55 share of its stock for each Deseret share held, or a total of about 550,000 First Security shares. "
call,e5,issue,e6,hold,wsj_0316.tml, WSJ891101-0048 ,"Terms call for First Security  to issue about 0.55 share of its stock for each Deseret share held, or a total of about 550,000 First Security shares. "
said,e16,hold,e17,hold,wsj_0810.tml, WSJ891027-0085 ,"The chairman said his board members, including representatives of West German insurance giant Allianz AG and French banks Credit Lyonnais and Societe Generale, hold nearly 50% of Navigation Mixte's capital.    "
said,e18,managing,e25,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
said,e18,prohibited,e19,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
said,e18,doing,e24,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
said,e18,organizing,e22,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
managing,e25,prohibited,e19,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
managing,e25,doing,e24,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
managing,e25,organizing,e22,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
prohibited,e19,doing,e24,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
prohibited,e19,organizing,e22,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
doing,e24,organizing,e22,prohibit,wsj_0810.tml, WSJ891027-0085 ,"Mr. Fournier said that as Navigation Mixte chairman, he is prohibited by takeover regulations from organizing his own defense or doing anything besides managing current company business. "
expect,e62,dividends,e170,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
expect,e62,avoid,e59,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
expect,e62,tendering,e60,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
expect,e62,added,e61,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
dividends,e170,avoid,e59,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
dividends,e170,tendering,e60,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
dividends,e170,added,e61,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
avoid,e59,tendering,e60,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
avoid,e59,added,e61,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
tendering,e60,added,e61,avoid,wsj_0810.tml, WSJ891027-0085 ,"If holders avoid tendering to Paribas, he added, they can expect strong dividends again next year.    "
said,e77,see,e74,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e77,coup,e179,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e77,block,e83,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e77,block,e76,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e77,said,e79,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e77,hope,e181,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e77,persuade,e81,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e77,bid,e178,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e77,bid,e84,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
see,e74,coup,e179,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
see,e74,block,e83,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
see,e74,block,e76,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
see,e74,said,e79,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
see,e74,hope,e181,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
see,e74,persuade,e81,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
see,e74,bid,e178,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
see,e74,bid,e84,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
coup,e179,block,e83,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
coup,e179,block,e76,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
coup,e179,said,e79,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
coup,e179,hope,e181,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
coup,e179,persuade,e81,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
coup,e179,bid,e178,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
coup,e179,bid,e84,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e83,block,e76,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e83,said,e79,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e83,hope,e181,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e83,persuade,e81,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e83,bid,e178,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e83,bid,e84,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e76,said,e79,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e76,hope,e181,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e76,persuade,e81,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e76,bid,e178,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
block,e76,bid,e84,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e79,hope,e181,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e79,persuade,e81,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e79,bid,e178,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
said,e79,bid,e84,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
hope,e181,persuade,e81,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
hope,e181,bid,e178,block,wsj_0810.tml, WSJ891027-0085 ,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
