,w,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence,annotation
1832,concerned,e145,high,e327,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1833,concerned,e145,agreement,e146,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1834,concerned,e145,pay,e149,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1835,concerned,e145,value,e324,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1836,high,e327,agreement,e146,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1837,high,e327,pay,e149,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1838,high,e327,value,e324,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1839,agreement,e146,pay,e149,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1840,agreement,e146,value,e324,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1841,pay,e149,value,e324,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    ",
1842,said,e157,expect,e154,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. ",
1843,said,e157,responsive,e330,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. ",
1844,expect,e154,responsive,e330,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. ",
1845,finds,e170,wait,e2025,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ",
1846,finds,e170,flawed,e171,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ",
1847,wait,e2025,flawed,e171,because,1,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ",
1848,wait,e2025,flawed,e171,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ",
1849,finds,e170,wait,e2025,have,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ",
1850,finds,e170,flawed,e171,have,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ",
1851,wait,e2025,flawed,e171,have,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. ",
1852,dilution,e188,willingness,e348,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1853,dilution,e188,surprised,e184,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1854,dilution,e188,proposal,e183,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1855,dilution,e188,accept,e187,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1856,willingness,e348,surprised,e184,because of,1,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1857,willingness,e348,proposal,e183,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1858,willingness,e348,accept,e187,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1859,surprised,e184,proposal,e183,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1860,surprised,e184,accept,e187,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1861,proposal,e183,accept,e187,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1862,dilution,e188,willingness,e348,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1863,dilution,e188,surprised,e184,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1864,dilution,e188,proposal,e183,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1865,dilution,e188,accept,e187,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1866,willingness,e348,surprised,e184,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1867,willingness,e348,proposal,e183,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1868,willingness,e348,accept,e187,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1869,surprised,e184,proposal,e183,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1870,surprised,e184,accept,e187,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1871,proposal,e183,accept,e187,because,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1872,willingness,e348,surprised,e184,because of,0,wsj_0584.tml,WSJ891030-0115,"BellSouth's revised proposal surprised many industry analysts, especially because of the company's willingness to accept some dilution of future earnings. ",
1873,dilute,e191,said,e189,by,0,wsj_0584.tml,WSJ891030-0115,"William O. McCoy, president of the company's BellSouth Enterprises Inc. unit, said the revised agreement with LIN would dilute BellSouth earnings by about 9% in both 1990 and 1991 and by significantly less thereafter. ",
1874,dilute,e191,agreement,e190,by,0,wsj_0584.tml,WSJ891030-0115,"William O. McCoy, president of the company's BellSouth Enterprises Inc. unit, said the revised agreement with LIN would dilute BellSouth earnings by about 9% in both 1990 and 1991 and by significantly less thereafter. ",
1875,said,e189,agreement,e190,by,0,wsj_0584.tml,WSJ891030-0115,"William O. McCoy, president of the company's BellSouth Enterprises Inc. unit, said the revised agreement with LIN would dilute BellSouth earnings by about 9% in both 1990 and 1991 and by significantly less thereafter. ",
1876,agreement,e10,alleging,e7,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1877,agreement,e10,block,e5,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1878,agreement,e10,offer,e36,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1879,agreement,e10,offer,e8,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1880,agreement,e10,said,e1,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1881,agreement,e10,filed,e2,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1882,agreement,e10,lawsuit,e3,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1883,agreement,e10,violates,e9,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1884,alleging,e7,block,e5,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1885,alleging,e7,offer,e36,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1886,alleging,e7,offer,e8,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1887,alleging,e7,said,e1,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1888,alleging,e7,filed,e2,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1889,alleging,e7,lawsuit,e3,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1890,alleging,e7,violates,e9,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1891,block,e5,offer,e36,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1892,block,e5,offer,e8,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1893,block,e5,said,e1,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1894,filed,e2,block,e5,by,2,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",1.0
1895,lawsuit,e3,block,e5,by,2,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",1.0
1896,block,e5,violates,e9,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1897,offer,e36,offer,e8,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1898,offer,e36,said,e1,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1899,offer,e36,filed,e2,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1900,offer,e36,lawsuit,e3,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1901,offer,e36,violates,e9,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1902,offer,e8,said,e1,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1903,offer,e8,filed,e2,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1904,offer,e8,lawsuit,e3,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1905,offer,e8,violates,e9,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1906,said,e1,filed,e2,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1907,said,e1,lawsuit,e3,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1908,said,e1,violates,e9,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1909,filed,e2,lawsuit,e3,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1910,filed,e2,violates,e9,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1911,lawsuit,e3,violates,e9,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1912,block,e5,filed,e2,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1913,block,e5,lawsuit,e3,by,0,wsj_0471.tml,WSJ891031-0040,"Dataproducts Inc. said it filed a lawsuit in Delaware Chancery Court to block a tender offer by DPC Acquisition Partners, alleging that the hostile offer violates a standstill agreement between the two concerns.    ",
1914,filed,e14,nullify,e19,by,1,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1915,filed,e14,agreement,e20,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1916,filed,e14,seeking,e17,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1917,filed,e14,suit,e15,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1918,filed,e14,led,e12,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1919,nullify,e19,agreement,e20,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1920,nullify,e19,seeking,e17,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1921,nullify,e19,suit,e15,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1922,nullify,e19,led,e12,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1923,agreement,e20,seeking,e17,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1924,agreement,e20,suit,e15,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1925,agreement,e20,led,e12,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1926,seeking,e17,suit,e15,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1927,seeking,e17,led,e12,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1928,suit,e15,led,e12,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1929,filed,e14,nullify,e19,by,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1930,filed,e14,nullify,e19,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1931,filed,e14,agreement,e20,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1932,filed,e14,seeking,e17,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1933,filed,e14,suit,e15,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1934,filed,e14,led,e12,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1935,nullify,e19,agreement,e20,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1936,nullify,e19,seeking,e17,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1937,nullify,e19,suit,e15,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1938,nullify,e19,led,e12,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1939,agreement,e20,seeking,e17,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1940,agreement,e20,suit,e15,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1941,agreement,e20,led,e12,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1942,seeking,e17,suit,e15,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1943,seeking,e17,led,e12,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1944,suit,e15,led,e12,have,0,wsj_0471.tml,WSJ891031-0040,"DPC, an investor group led by New York-based Crescott Investment Associates, had itself filed a suit in state court in Los Angeles seeking to nullify the agreement. ",
1945,saying,e23,offer,e22,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1946,saying,e23,rejected,e21,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1947,saying,e23,financed,e24,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1948,offer,e22,rejected,e21,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1949,offer,e22,financed,e24,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1950,rejected,e21,financed,e24,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1951,saying,e23,offer,e22,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1952,saying,e23,rejected,e21,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1953,saying,e23,financed,e24,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1954,offer,e22,rejected,e21,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1955,offer,e22,financed,e24,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1956,rejected,e21,financed,e24,have,1,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. ",
1957,agreed,e8,sell,e10,from,0,wsj_0670.tml,WSJ891030-0027,"The company said it has agreed to sell the extrusion division for $15 million to R.D. Werner Co., a closely held firm based in Greenville, Pa.    The charge is offset by an after-tax gain of about $30 million in the quarter from the previously announced pact to sell National Aluminum's rolling division.    ",
1958,agreed,e8,charge,e123,from,0,wsj_0670.tml,WSJ891030-0027,"The company said it has agreed to sell the extrusion division for $15 million to R.D. Werner Co., a closely held firm based in Greenville, Pa.    The charge is offset by an after-tax gain of about $30 million in the quarter from the previously announced pact to sell National Aluminum's rolling division.    ",
