,event1,eid1,event2,eid2,signal,annotation,Doc name,Doc ID,sentence
216,started,e85,sitting,e83,start,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"Luke Renner, an American staying in Cap-Hatien, a city nearly 100 miles north of Port-au-Prince, said he was sitting at his home when "" the whole world started to shake. """
217,said,e104,prepared,e105,send,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
218,said,e104,sent,e106,send,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
219,prepared,e105,sent,e106,send,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"At the Pentagon, the U.S. military said humanitarian aid was being prepared for shipping, but it was not yet clear where or how it would be sent."
220,said,e115,expect,e116,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
221,said,e115,saw,e114,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
222,said,e115,said,e117,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
223,said,e115,told,e113,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
224,expect,e116,saw,e114,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
225,expect,e116,said,e117,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
226,expect,e116,told,e113,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
227,saw,e114,said,e117,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
228,saw,e114,told,e113,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
229,said,e117,told,e113,from,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"The deputy chief of the U.S. mission in Haiti, David Lindwall, told Clinton that he saw "" significant damage "" from the quake and said U.S. officials there expect "" serious loss of life, "" Crowley said."
230,fall,e132,led,e130,have,1,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.
231,fall,e132,left,e131,have,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.
232,led,e130,left,e131,have,0,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,That has led to severe erosion and left Haitians vulnerable to massive landslides when heavy rains fall.
233,passed,e137,killed,e136,as,1,2010.01.12.haiti.earthquake.tml,2010.01.12.haiti.earthquake,"And in 2004, Hurricane Jeanne killed more than 3,000 people as it passed north of Haiti, with most of the deaths in the northwestern city of Gonaives."
234,growing,e17,decide,e19,so,1,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The reality is that there is more demand than supply, and the increase in demand and decrease in supply is growing, so it makes a big difference how we're going to decide who's going to allocate water. """
235,growing,e17,decide,e19,make,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The reality is that there is more demand than supply, and the increase in demand and decrease in supply is growing, so it makes a big difference how we're going to decide who's going to allocate water. """
236,affected,e25,estimates,e24,by,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The United Nations estimates that by 2025, two-thirds of the population will be affected by scarcities."
237,say,e31,intensified,e29,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector."
238,say,e31,pitching,e30,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector."
239,intensified,e29,pitching,e30,have,1,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The debate over how to alleviate those shortages has intensified in recent years, pitching advocates of privatization programs against those who say water is a public good and that its collection and distribution should remain in the public sector."
240,generated,e34,said,e33,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"A recent United Nations Human Development Report said, "" The dialogue has generated more heat than light. """
241,generated,e34,said,e33,generate,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"A recent United Nations Human Development Report said, "" The dialogue has generated more heat than light. """
242,said,e36,produced,e35,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,""" Some privatization programs have produced positive results "" the U.N. said, "" but the overall record is not encouraging."
243,offers,e37,misplaced,e42,from,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
244,offers,e37,needed,e39,from,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
245,offers,e37,proven,e41,from,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
246,misplaced,e42,needed,e39,from,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
247,misplaced,e42,proven,e41,from,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
248,needed,e39,proven,e41,from,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
249,offers,e37,misplaced,e42,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
250,offers,e37,needed,e39,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
251,offers,e37,proven,e41,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
252,misplaced,e42,needed,e39,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
253,misplaced,e42,proven,e41,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
254,needed,e39,proven,e41,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"From Argentina to Bolivia, and from the Philippines to the United States, the conviction that the private sector offers a'magic bullet' for unleashing the equity and efficiency needed to accelerate progress towards water for all has proven to be misplaced. """
255,told,e46,transporting,e48,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The head of Aquafed, the International Federation of Private Water Operators, told Amanpour that purifying water and transporting it to each individual house has a cost."
256,told,e46,purifying,e47,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The head of Aquafed, the International Federation of Private Water Operators, told Amanpour that purifying water and transporting it to each individual house has a cost."
257,transporting,e48,purifying,e47,have,0,2010.01.07.water.justice.tml,2010.01.07.water.justice,"The head of Aquafed, the International Federation of Private Water Operators, told Amanpour that purifying water and transporting it to each individual house has a cost."
258,came,e2,deemed,e5,by,0,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"The inauguration of the production lines for the anti-helicopter Qaem missile, and the anti-armor Toofan-5 ( Hurricane ) missile, came three days after Iran test-launched a rocket capable of carrying a satellite, a launch deemed a "" provocative act "" by Washington."
259,embroiled,e23,makes,e25,make,0,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,Iran is embroiled in a dispute with the West over its nuclear program and often makes announcements of progress in its military capabilities.
260,proposed,e54,accepted,e53,by,0,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
261,proposed,e54,rejected,e55,by,0,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
262,accepted,e53,rejected,e55,by,0,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
263,proposed,e54,accepted,e53,have,0,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
264,proposed,e54,rejected,e55,have,0,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
265,accepted,e53,rejected,e55,have,0,2010.02.06.iran.nuclear.tml,2010.02.06.iran.nuclear,"Iranian diplomats had initially accepted the idea, which was proposed by the West, but then rejected a plan put forth by the International Atomic Energy Agency, the atomic watchdog of the United Nations."""
266,made,e13,represent,e14,make,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The House is made up of 435 congressional seats that represent relatively equal slices of the population.
267,supposed,e21,reflect,e23,make,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,Districts are supposed to be redrawn to reflect population changes and to make sure there is equal representation in the House.
268,carving,e33,give,e34,have,1,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.
269,give,e34,accused,e32,have,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.
270,carving,e33,accused,e32,have,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,Lawmakers have been accused of carving district lines around the constituents that will give their party an advantage and secure political gains.
271,coined,e37,known,e36,as,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The process is known as gerrymandering, a term coined after Massachusetts Gov."
272,looking,e45,took,e44,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
273,looking,e45,promoted,e46,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
274,took,e44,promoted,e46,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Supreme Court in 2006 took up a case looking at a redistricting plan promoted by then-U.S.House Majority Leader Tom DeLay, R-Texas."
275,called,e51,adopted,e50,by,1,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The Texas legislature adopted the plan in 2003 after three contentious special sessions called by Republican Gov.
276,sparked,e53,led,e52,from,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The legislative plan led to the 2004 ouster of four Democratic incumbents from Congress and sparked a bitter partisan battle.
277,sparked,e53,led,e52,spark,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The legislative plan led to the 2004 ouster of four Democratic incumbents from Congress and sparked a bitter partisan battle.
278,found,e57,tossed,e56,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
279,found,e57,ruled,e54,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
280,found,e57,weakened,e55,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
281,found,e57,engineered,e58,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
282,tossed,e56,ruled,e54,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
283,tossed,e56,weakened,e55,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
284,tossed,e56,engineered,e58,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
285,ruled,e54,weakened,e55,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
286,ruled,e54,engineered,e58,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
287,weakened,e55,engineered,e58,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The court ruled that the redistricting plan unfairly weakened the voting strength of Latinos in two congressional districts and tossed out a portion of the congressional map, but found the overall redistricting plan engineered by state Republicans acceptable."
288,got,e60,wants,e61,as,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
289,got,e60,said,e62,as,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
290,wants,e61,said,e62,as,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
291,got,e60,wants,e61,have,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
292,got,e60,said,e62,have,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
293,wants,e61,said,e62,have,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
294,got,e60,wants,e61,get,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
295,got,e60,said,e62,get,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
296,wants,e61,said,e62,get,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The production of the statistics has got to be nonpolitical... but the use of the statistics can be as political as the country wants it to be, "" he said."""
297,counted,e76,said,e77,because,1,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The more pressing issue for Prewitt is making sure everyone is counted because he said those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits.
298,said,e77,counted,e76,make,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,The more pressing issue for Prewitt is making sure everyone is counted because he said those who are n't counted will be treated unfairly in the political process and in the allocation of economic benefits.
299,said,e90,adds,e89,have,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Census Bureau has to follow up with those who do n't send in their forms with additional forms, telephone calls and even in-person visits -- and that adds up, he said."
300,said,e90,adds,e89,send,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"The Census Bureau has to follow up with those who do n't send in their forms with additional forms, telephone calls and even in-person visits -- and that adds up, he said."
301,mandated,e98,trying,e96,as,1,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
302,mandated,e98,said,e95,as,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
303,trying,e96,said,e95,as,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
304,mandated,e98,trying,e96,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
305,mandated,e98,said,e95,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
306,trying,e96,said,e95,by,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
307,mandated,e98,trying,e96,get,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
308,mandated,e98,said,e95,get,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
309,trying,e96,said,e95,get,0,2010.02.26.census.redistricting.tml,2010.02.26.census.redistricting,"As the census gets underway, Prewitt said trying to count everyone, as mandated by the Constitution, should be the top concern."""
310,added,e1,said,e2,have,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has added the brake systems of the latest Lexus hybrid vehicles to a growing list of problems with various models, the company said Friday."
311,use,e6,checking,e4,as,1,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
312,checking,e4,called,e5,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
313,checking,e4,said,e3,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
314,checking,e4,used,e7,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
315,use,e6,called,e5,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
316,use,e6,said,e3,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
317,use,e6,used,e7,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
318,called,e5,said,e3,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
319,called,e5,used,e7,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
320,said,e3,used,e7,as,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
321,checking,e4,use,e6,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
322,checking,e4,called,e5,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
323,checking,e4,said,e3,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
324,checking,e4,used,e7,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
325,use,e6,called,e5,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
326,use,e6,said,e3,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
327,use,e6,used,e7,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
328,called,e5,said,e3,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
329,called,e5,used,e7,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
330,said,e3,used,e7,because,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company said it was checking the brakes on the Lexus vehicle model HS250h -- as well as a Japanese model called the Sai -- because they use the same system as that used on the 2010 Toyota Prius.
331,received,e10,announced,e8,from,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
332,received,e10,said,e9,from,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
333,announced,e8,said,e9,from,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
334,received,e10,announced,e8,have,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
335,received,e10,said,e9,have,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
336,announced,e8,said,e9,have,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,"Toyota has announced no recall of these vehicles, however, and said it has not received any complaints about the brakes from consumers."
337,causing,e15,acknowledged,e14,cause,1,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company has acknowledged a software glitch that is causing problems with its braking.
338,causing,e15,acknowledged,e14,have,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,The company has acknowledged a software glitch that is causing problems with its braking.
339,said,e22,reported,e23,have,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,Ford said no injuries had been reported involving the problem.
340,said,e22,involving,e24,have,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,Ford said no injuries had been reported involving the problem.
341,reported,e23,involving,e24,have,0,2010.02.07.japan.prius.recall.ft.tml,2010.02.07.japan.prius.recall.ft,Ford said no injuries had been reported involving the problem.
