event1,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence
mollify,e144,high,e327,have,0,wsj_0584.tml,WSJ891030-0115,"To mollify shareholders concerned about the long-term value of the company under the BellSouth-LIN agreement, BellSouth also agreed to pay as much as $10 a share, or $540 million, if, after five years, the trading value of the new cellular company isn't as high as the value that shareholders would have realized from the McCaw offer.    "
responsive,e330,said,e157,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. "
responsive,e330,expect,e154,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. "
said,e157,expect,e154,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. "
responsive,e330,said,e157,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. "
responsive,e330,expect,e154,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. "
said,e157,expect,e154,so,0,wsj_0584.tml,WSJ891030-0115,"We did n't expect BellSouth to be so responsive,"" said Frederick A. Moran, president of Moran Asset Management Inc., which holds 500,000 LIN shares. "
wait,e2025,flawed,e171,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
wait,e2025,finds,e170,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
flawed,e171,finds,e170,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
wait,e2025,flawed,e171,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
wait,e2025,finds,e170,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
flawed,e171,finds,e170,because,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
wait,e2025,flawed,e171,have,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
wait,e2025,finds,e170,have,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
flawed,e171,finds,e170,have,0,wsj_0584.tml,WSJ891030-0115,"But Kenneth Leon, a telecommunications analyst with Bear, Stearns amp Co., finds the BellSouth proposal still flawed because the company does n't have to wait five years to begin buying more LIN shares. "
financed,e24,rejected,e21,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
financed,e24,saying,e23,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
financed,e24,offer,e22,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
rejected,e21,saying,e23,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
rejected,e21,offer,e22,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
saying,e23,offer,e22,from,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
financed,e24,rejected,e21,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
financed,e24,saying,e23,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
financed,e24,offer,e22,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
rejected,e21,saying,e23,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
rejected,e21,offer,e22,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
saying,e23,offer,e22,have,0,wsj_0471.tml,WSJ891031-0040,"Earlier this year, Dataproducts had rejected a $15 a share offer from DPC, saying it was n't adequately financed. "
mandated,e36,said,e38,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
mandated,e36,made,e31,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
mandated,e36,approve,e34,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
said,e38,made,e31,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
said,e38,approve,e34,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
made,e31,approve,e34,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
mandated,e36,said,e38,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
mandated,e36,made,e31,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
mandated,e36,approve,e34,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
said,e38,made,e31,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
said,e38,approve,e34,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
made,e31,approve,e34,by,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
mandated,e36,said,e38,make,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
mandated,e36,made,e31,make,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
mandated,e36,approve,e34,make,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
said,e38,made,e31,make,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
said,e38,approve,e34,make,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
made,e31,approve,e34,make,0,wsj_1038.tml,WSJ891026-0018,"Details of the restructuring wo n't be made final until regulators approve the regulations mandated by the new federal act, the company said. "
transition,e16,said,e17,have,,wsj_0575.tml,WSJ891030-0125,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
transition,e16,interview,e18,have,,wsj_0575.tml,WSJ891030-0125,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
transition,e16,completed,e15,have,,wsj_0575.tml,WSJ891030-0125,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
said,e17,interview,e18,have,,wsj_0575.tml,WSJ891030-0125,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
said,e17,completed,e15,have,,wsj_0575.tml,WSJ891030-0125,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
interview,e18,completed,e15,have,,wsj_0575.tml,WSJ891030-0125,"""I'm not saying everything is hunky-dory, but we have completed the transition,"" Robert M. Price, chairman and chief executive, said in an interview. "
listed,e188,said,e190,as,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,worth,e2440,as,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
said,e190,worth,e2440,as,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,said,e190,so,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,worth,e2440,so,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
said,e190,worth,e2440,so,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,said,e190,as,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,worth,e2440,as,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
said,e190,worth,e2440,as,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,said,e190,so,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,worth,e2440,so,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
said,e190,worth,e2440,so,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,said,e190,have,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
listed,e188,worth,e2440,have,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
said,e190,worth,e2440,have,,wsj_0575.tml,WSJ891030-0125,"""We've been listed as a candidate for so long it's not worth worrying about,"" said Mr. Price. "
does,e4,own,e52,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,own,e70,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,acquire,e3,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,proposal,e6,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,own,e70,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,acquire,e3,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,proposal,e6,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e70,acquire,e3,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e70,proposal,e6,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e70,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e70,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
acquire,e3,proposal,e6,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
acquire,e3,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
acquire,e3,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
proposal,e6,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
proposal,e6,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
proposed,e1,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,own,e52,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,own,e70,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,acquire,e3,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,proposal,e6,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
does,e4,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,own,e70,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,acquire,e3,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,proposal,e6,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e52,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e70,acquire,e3,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e70,proposal,e6,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e70,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
own,e70,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
acquire,e3,proposal,e6,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
acquire,e3,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
acquire,e3,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
proposal,e6,proposed,e1,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
proposal,e6,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
proposed,e1,expected,e31,as,,wsj_1033.tml,WSJ891026-0023,"Esselte AB, the Stockholm office supplies company, as expected, proposed to acquire the 22% it doesn't own of its U.S. unit, Esselte Business Systems Inc.    The price in the proposal is $43.50 for each of the 4.9 million shares the parent doesn't own, or $213.2 million.    "
severance,e124,staying,e24,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
severance,e124,said,e22,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
severance,e124,payments,e23,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
severance,e124,reduce,e25,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
staying,e24,said,e22,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
staying,e24,payments,e23,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
staying,e24,reduce,e25,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
said,e22,payments,e23,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
said,e22,reduce,e25,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
payments,e23,reduce,e25,by,,wsj_0172.tml,WSJ891102-0018,"But it said that severance payments to those executives not staying with the company will reduce First of America's operating results for 1989 by $3 million to $4 million, or 15 cents to 20 cents a share. "
persuade,e81,see,e74,persuade,,wsj_0810.tml,WSJ891027-0085,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
persuade,e81,block,e83,persuade,,wsj_0810.tml,WSJ891027-0085,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
persuade,e81,said,e79,persuade,,wsj_0810.tml,WSJ891027-0085,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
persuade,e81,block,e76,persuade,,wsj_0810.tml,WSJ891027-0085,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
persuade,e81,bid,e178,persuade,,wsj_0810.tml,WSJ891027-0085,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
persuade,e81,bid,e84,persuade,,wsj_0810.tml,WSJ891027-0085,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
persuade,e81,hope,e181,persuade,,wsj_0810.tml,WSJ891027-0085,"""Without some unexpected ""coup de theatre"", I do n't see what will block the Paribas bid,"" said Philippe de Cholet, analyst at the brokerage Cholet-Dupont amp Cie. Mr. de Cholet said Mr. Fournier's biggest hope was to somehow persuade regulatory authorities to block the bid. "
